(881, 655)
(880, 655)
(881, 655)
(880, 655)
(881, 655)
(880, 655)
(880, 655)
(880, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(880, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(880, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(880, 655)
(880, 655)
(880, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 656)
(880, 656)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(880, 656)
(880, 656)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(880, 656)
(881, 655)
(880, 656)
(881, 656)
(880, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 656)
(880, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 655)
(881, 655)
(881, 656)
(881, 656)
(881, 656)
(881, 655)
(880, 656)
(881, 656)
(881, 655)
(880, 656)
(880, 656)
(881, 656)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 656)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(880, 656)
(881, 655)
(880, 656)
(881, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 656)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 656)
(881, 655)
(881, 655)
(880, 656)
(881, 656)
(881, 656)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(880, 656)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 655)
(881, 656)
